curid,id,name
141,158,四肢血栓性浅静脉炎
142,159,三尖瓣下移畸形
143,160,三尖瓣狭窄
144,161,三尖瓣关闭不全
145,162,三尖瓣闭锁
146,163,三房心
147,164,颈动脉体瘤
148,165,完全性肺静脉异位回流
149,166,完全性大动脉错位
150,167,休克
151,168,新生儿缺氧缺血性脑病
152,169,新生儿硬肿症
153,171,先天性风疹
154,172,血栓闭塞性脉管炎
155,174,胸主动脉夹层动脉瘤
156,175,心脏神经官能症
157,176,心内膜弹性纤维增生症
158,177,心绞痛
159,178,心肌梗塞并发心室间隔穿破
160,179,心肌梗塞并发二尖瓣关闭不全
161,180,心肌梗死
162,181,心功能障碍
163,182,心包囊肿
164,183,小儿高血压
165,184,小儿充血性心力衰竭
166,185,心肌梗塞并发左心室室壁瘤
167,186,先天性主动脉缩窄
168,187,先天性主动脉弓畸形
169,188,先天性主动脉瓣下狭窄
170,190,先天性动脉导管未闭
171,191,先天性动静脉瘘
172,193,心包积液
173,194,心肌病
174,196,限制型心肌病
175,197,心房扑动与心房颤动
176,198,心室内传导阻滞
177,199,先天性主动脉瓣窦动脉瘤破裂
178,200,心包肿瘤
179,201,血管运动性鼻炎
180,202,胸腔积液
181,203,心肌炎
182,204,心脏内粘液瘤
183,205,心室间隔缺损
184,206,羊水过多
185,207,原发性下肢静脉瓣膜关闭不全
186,208,亚急性感染性心内膜炎
187,209,乙状窦血栓性静脉炎
188,210,左心室双出口
189,211,左心发育不良
190,212,自发性血胸
191,213,主-肺动脉隔缺损
192,214,主动脉夹层
193,215,主动脉瓣狭窄合并关闭不全
194,216,主动脉瓣膜部狭窄
195,217,阵发性室上性心动过速
196,218,早搏
197,219,主动脉瘤
198,220,主动脉瓣狭窄
199,221,主动脉瓣关闭不全
200,222,阵发性室性心动过速
201,223,中暑衰竭
202,224,阿米巴肝脓肿
203,226,阿米巴肠病
204,227,阿片类药物中毒
205,228,柏-查综合征
206,229,Brenneman综合征
207,230,巴瑞特综合征
208,231,半乳糖血症
209,233,鞭虫病
210,234,布卡综合症
211,235,暴发性肝炎样综合征
212,236,便秘
213,237,吡唑酮类中毒
214,238,Barrett食管
215,239,贲门失弛缓症
216,240,钡中毒
217,241,变形杆菌食物中毒
218,242,蓖麻子中毒
219,243,铋中毒
220,244,丙型病毒性肝炎
221,245,肠病性肢皮炎综合征
222,246,肠道菌群失调症
223,247,肠扭转综合征
224,249,肠系膜淋巴结结核
225,250,肠系膜上动脉压迫综合征
226,251,粗制棉子油中毒
227,252,肠扭转
228,253,肠套叠
229,254,肠间脓肿
230,255,残胃癌
231,256,残窦综合征
232,257,肠易激综合征
233,258,肠梗阻
234,260,肠道病毒所致各系统感染
235,261,肠系膜上动脉栓塞
236,262,肠道气囊肿症
237,263,餐后血糖过低症
238,264,肠结核
239,265,肠系膜上静脉血栓形成
240,266,大网膜扭转
241,267,胆道运动功能障碍综合征
242,268,胆道张力低下综合征
243,270,胆石性肠绞塞综合征
244,271,胆汁淤积性黄疸
245,272,第五日综合征
246,273,蛋白丧失胃肠综合征
247,274,胆囊-结肠肝曲粘连综合征
248,275,胆石症
249,276,胆囊切除术后综合征
250,277,大肠息肉
251,278,多发性消化道息肉综合征
252,279,大肠梗阻
253,280,胆汁性肝硬化
254,281,丁型病毒性肝炎
255,282,胆汁返流性胃炎
256,284,大肠类癌
257,285,毒蕈中毒
258,287,大肠癌
259,288,大肠恶性淋巴瘤
260,289,Ehler-Danlos综合征
261,290,儿童胰腺功能不全并中性粒细胞减少症综合征
262,291,儿童腹痛
263,292,呃逆症
264,293,非溃疡消化不良
265,294,分流性高胆红素血症综合征
266,295,粪类圆线虫病
267,296,腹肌缺如综合征
268,297,腹绞痛综合征
269,298,腹膜后感染与脓肿
270,299,腹膜后间隙出血
271,300,腹膜后淋巴结炎
272,303,腹膜间皮瘤
273,304,腹腔动脉压迫综合征
274,305,腹型癫痫综合征
275,306,腹型偏头痛综合征
276,307,腹主动脉血栓形成综合征
277,308,腹卒中综合征
278,309,Felty综合征
279,310,腹痛
280,311,腹膜炎
281,312,腹泻
282,314,沙门氏菌属食物中毒
283,315,放射性肠炎
284,316,福尔马林中毒
285,318,副溶血性弧菌食物中毒
286,319,非寄生虫性肝囊肿
287,320,非酒精性脂肪性肝病
288,321,非霍乱弧菌感染
289,322,肛门闭锁
290,323,高锰酸钾中毒
291,324,肝-甲状腺综合征
292,325,肝纤维化
293,326,肝肺综合症
294,327,Gardner综合征
295,328,功能性呕吐
296,329,肝性脊髓病
297,330,肝炎双重感染
298,331,肝炎后综合征
299,332,膈膨出和麻痹
300,333,肝性脑病
301,334,肝硬化
302,335,肝脓肿
303,336,功能性消化不良
304,337,钩虫病
305,338,肝腺瘤
306,339,肝外胆管损伤
307,340,肝损伤
308,341,肝囊肿
309,342,肝包虫囊肿
310,343,膈下脓肿
311,344,肝血管瘤
312,345,钩虫性十二指肠炎综合征
313,346,膈先天性缺损
314,347,膈疝
315,348,肛管、直肠、结肠狭窄
316,349,膈扑动
317,350,含亚硝酸盐类植物性食物中毒
318,352,回盲瓣综合征
319,353,活动盲肠综合征
320,354,横膈下结肠嵌入综合征
321,355,黄疸
322,356,黑色素斑-胃肠多发性息肉综合征
323,357,蛔虫病
324,358,霍乱样综合征
325,359,结、直肠黑变病
326,360,结肠粪性穿孔
327,361,结肠憩室病
328,362,甲醇中毒
329,363,局部麻醉药中毒
330,364,结核性腹膜炎
331,366,急性化脓性胆管炎
332,367,急性出血性坏死性肠炎
333,368,结肠闭锁
334,369,结肠直肠损伤
335,370,结核性肠系膜淋巴结炎
336,371,结肠扭转
337,373,结肠癌
338,374,急性胃粘膜病变
339,375,急性腐蚀性胃炎
340,376,急性单纯性胃炎
341,377,假膜性肠炎
342,378,家族性结肠息肉
343,379,急性腹膜炎
344,380,酒精性肝病
345,381,甲型肝炎
346,382,急性胃肠炎
347,383,结肠息肉
348,384,急性胃炎
349,385,急性阑尾炎
350,386,巨膀胱-小结肠-肠蠕动不良综合征
351,387,结缔组织性肠炎
352,388,急性腹型-高脂血症综合征
353,389,Turcot综合征
354,390,急性结肠假性梗阻综合征
355,391,急性胆囊炎
356,392,吉尔伯特综合征
357,393,结石性胆囊炎
358,394,急性胰腺炎
359,395,结肠损伤
360,396,可拉明中毒
361,397,奎宁中毒
362,399,α1-抗胰蛋白酶缺乏症
363,400,溃疡性结肠炎
364,402,轮状病毒所致胃肠炎
365,403,类癌
366,404,氯丙嗪类中毒
367,405,氯喹中毒
368,406,淋菌性肛门直肠炎
369,407,阑尾寄生虫病
370,408,轮状病毒性肠炎
371,409,良性阵发性腹膜炎综合征
372,410,痢疾后综合症
373,412,老年急性阑尾炎
374,413,淋巴结-胆道综合征
375,414,郎-奥韦综合征
376,415,旅游者腹泻
377,416,慢性胰腺炎
378,417,Milk-Alkali综合征
379,418,麦胶性肠病
380,419,慢性溃疡性结肠炎
381,420,弥漫性食管痉挛
382,421,慢性胃炎
383,422,毛石肠梗阻综合征
384,423,盲袢综合征
385,425,农药中毒
386,426,脑肝肾综合征
387,428,诺沃克类病毒胃肠炎
388,430,囊性纤维化
389,431,脾破裂
390,432,葡萄球菌食物中毒
391,433,硼酸中毒
392,434,脾功能亢进
393,435,脾-肝综合征
394,436,Plummer-Vinson综合征
395,437,贲门癌
396,438,盆底痉挛综合症
397,439,强酸、强碱中毒
398,440,汽油、煤油中毒
399,441,汽油中毒
400,442,强碱类中毒
401,443,驱蛔灵中毒
402,445,缺血性肝炎
403,447,脐膨出-巨舌-巨大躯体综合征
404,448,铅中毒
405,449,乳头状腺瘤
406,450,热带口炎性腹泻
407,451,瑞氏综合症
408,452,杀虫脒中毒
409,453,砷中毒
410,454,水合氯醛中毒
411,455,四氯化碳中毒
412,456,嗜酸细胞性胃肠炎
413,457,食管异物
414,458,十二指肠先天性缺如、闭锁和狭窄
415,460,神经性呕吐
416,461,食管癌
417,462,上消化道出血
418,463,十二指肠憩室梗阻性黄疸综合征
419,464,十二指肠壅积症
420,465,神经型食物中毒
421,467,食管失弛缓症
422,468,食管憩室
423,469,食管破裂
424,470,食管平滑肌瘤
425,471,食管瘢痕性狭窄
426,472,食管贲门粘膜撕裂综合征
427,473,输入袢综合征
428,474,食管损伤
429,475,石膏综合征
430,476,十二指肠憩室
431,478,神经性肠梗阻综合症
432,479,杀鼠剂中毒
433,480,锑中毒
434,481,铁中毒
435,482,嗜酸性细胞胃肠炎
436,483,特发性腹膜后纤维化
437,484,铊中毒
438,485,糖原累积症
439,486,特发性非硬化性门脉高压综合征
440,488,胃癌
441,489,无机磷中毒
442,490,五氯酚钠中毒
443,491,胃心综合征
444,492,胃损伤
445,493,胃下垂
446,494,胃轻瘫综合征
447,495,胃平滑肌肉瘤
448,496,胃扭转
449,497,胃空肠输入袢综合征
450,498,胃节律紊乱综合征
451,499,胃肠道外瘘
452,500,胃、十二指肠溃疡急性穿孔
453,501,胃、十二指肠溃疡出血
454,502,胃肠型食物中毒
455,503,胃泌素瘤
456,504,胃肠食物不耐受症
457,505,胃肠道功能紊乱
458,506,胃粘膜脱垂症
459,508,胃潴留
460,509,胃病
461,510,无胆色素尿性黄疸综合征
462,511,吻合口溃疡
463,512,Whipple病
464,513,胃肠道伴癌综合征
465,514,戊型病毒性肝炎
466,515,网膜肿瘤
467,516,网膜原发性节段性梗死
468,517,网膜炎
469,519,伪膜性肠炎
470,520,胃息肉
471,521,胃良性肿瘤
472,522,小肠损伤
473,524,先天性肠闭锁与狭窄
474,526,蝎子螫伤
475,527,锌中毒
476,528,消化性溃疡
477,530,消化道重复畸形
478,531,小肠系膜损伤
479,532,新生儿胆红素脑病
480,533,先天性肥厚性幽门狭窄
481,534,小儿厌食症
482,535,先天性巨结肠
483,536,小儿呕吐
484,537,小儿急性胆囊炎
485,538,小肠瘘
486,539,细菌性肝脓肿
487,540,下消化道出血
488,541,小儿消化性溃疡
489,543,小儿急性胰腺炎
490,544,心源性肝硬化
491,545,新生儿呕吐
492,546,新生儿肝炎综合征
493,547,溴中毒
494,548,血吸虫肠病
495,549,吸收不良综合征
496,550,心血管和血栓栓塞综合征
497,551,消化道出血
498,552,先天性食管闭锁
499,553,消化系癌伴血液病综合征
500,554,先天性梅毒性肝硬化
501,555,血色病
502,556,细菌性痢疾
503,557,消化道憩室病
504,558,先天性直肠肛门畸形
505,559,小儿先天性巨结肠
506,560,乙胺嘧啶中毒
507,561,乙酰苯胺类中毒
508,562,有机氯杀虫剂中毒
509,563,幽门梗阻
510,564,原发性肝内硬化综合征
511,566,胰腺脑病综合征
512,569,原发性胆汁性肝硬化
513,570,营养不良性肝硬化
514,571,药物性肝硬化
515,572,亚硝酸盐中毒
516,573,银杏中毒
517,574,药物性肝病
518,575,乙肝
519,576,异位ACTH综合征
520,577,胰胆汁综合征
521,578,胰胆管合流异常综合征
522,579,原发性腹膜后肿瘤
523,580,鱼肝中毒
524,582,原发性肝癌
525,583,真菌性食物中毒
526,584,真菌中毒症
527,585,直肠损伤
528,586,脂肪肝
529,588,Zieve综合征
530,589,肿瘤性息肉
531,590,直肠脱垂
532,591,紫绀-杵状指-肝病综合征
533,592,早孕反应
534,593,自发性食管破裂
535,594,卓－艾氏综合征
536,595,真菌性肠炎
537,596,巴特综合征
538,597,成人多囊肾
539,598,产褥感染
540,599,常染色体显性多囊肾
541,600,多囊肾
542,601,等渗性脱水
543,602,低渗性脱水
544,603,低钾血症
545,604,儿童遗尿症
546,605,恶性高血压性小动脉性肾硬化
547,606,非特异性尿道炎
548,610,梗阻性尿路疾病
549,611,高血压肾病
550,612,肝源性肾损害
551,613,高钾血症
552,614,间质性膀胱炎
553,616,急性肾盂肾炎
554,617,急性肾功能衰竭
555,618,急性肾小管坏死
556,619,间质性肾炎
557,620,急进性肾炎
558,621,近端(Ⅱ型)肾小管性酸中毒
559,622,急性肾炎
560,623,急性肾小管间质性肾炎
561,624,急性肾炎综合征
562,627,流行性出血热
563,628,狼疮性肾炎
564,629,链球菌感染后的急性肾小球肾炎
565,630,类风湿性关节炎肾损害
566,631,慢性呼吸衰竭
567,632,免疫介导性肾脏病
568,633,慢性肾功能衰竭
569,634,膜性肾小球肾炎
570,635,慢性肾盂肾炎
571,636,慢性肾炎
572,637,尿路真菌感染
573,638,尿失禁
574,639,尿道炎
575,640,尿崩症
576,641,尿道结石
577,642,钠过多
578,643,尿路感染
579,645,膀胱颈挛缩
580,646,膀胱癌
581,647,溶血尿毒综合征
582,648,肾前性肾功能衰竭
583,649,肾结核对侧肾积水
584,650,肾及输尿管重复畸形
585,651,神经源性膀胱
586,652,输尿管损伤
587,653,肾发育不全
588,654,肾积水
589,655,肾硬化症
590,656,肾及输尿管结石
591,658,肾病综合征
592,659,肾下垂
593,660,肾石症
594,661,肾血管性高血压
595,663,肾上腺皮质功能减退症
596,664,水过多
597,665,烧伤后急性肾功能衰竭
598,666,肾脏损伤
599,667,肾动脉粥样栓塞
600,668,肾囊肿
601,669,肾细胞癌
602,670,肾盂肾炎
603,671,肾小管性酸中毒
604,672,肾动脉闭塞
605,674,特异性肾实质疾病
606,675,糖尿病肾病
607,676,微小病变性肾病
608,677,血尿
609,678,小儿原发性肾病综合征
610,679,小儿尿感
611,680,小儿慢性肾功能衰竭
612,681,小儿急性肾功能衰竭
613,682,小儿肾小管性酸中毒
614,683,婴幼儿阴道炎
615,684,阴茎纤维性海绵体炎
616,686,原发性小血管炎性肾损害
617,687,原发性IgA肾病
618,688,隐匿性肾小球肾炎
619,689,中毒性肾病
620,691,癌性神经肌病
621,692,阿尔茨海默病
622,693,安眠药中毒
623,694,阿片中毒
624,695,臂丛神经痛
625,696,Creutzfeldt-Jakob病
626,697,痴呆综合征
627,698,纯植物神经功能衰竭
628,699,丛集性头痛
629,700,多发性硬化
630,701,动眼、滑车及外展神经疾病
631,702,多发性神经炎
632,706,儿童学习能力障碍
633,707,儿童口吃
634,708,耳源性脑脓肿
635,709,风湿性舞蹈病
636,710,腓总神经损害
637,711,吩噻嗪类抗精神病药物中毒
638,712,膈肌麻痹
639,713,格林－巴利综合征
640,715,海绵窦血栓
641,716,昏迷
642,717,昏厥
643,718,颈椎病
644,719,僵人综合征
645,720,急性脊髓炎
646,721,脊髓压迫症
647,722,延髓进行性麻痹
648,723,结节性硬化病
649,724,脊髓亚急性联合变性
650,725,脊髓血管病
651,726,紧张性头痛
652,727,脊神经根炎
653,728,酒精中毒
654,729,急性中毒性脑炎
655,730,老年痴呆
656,731,雷诺综合征
657,732,老年眩晕
658,733,老年性耳聋
659,734,淋巴细胞脉络丛脑膜炎
660,735,末梢神经炎
661,736,慢性进行性舞蹈病
662,737,麻痹性臂丛神经炎
663,738,面神经炎
664,739,脑出血
665,741,脑肺吸虫病
666,742,脑动脉硬化症
667,743,脑脓肿
668,745,脑性瘫痪综合征
669,746,皮肌炎
670,747,偏头痛
671,748,帕金森病
672,749,氰化物中毒
673,750,全植物神经功能不全
674,751,前庭神经炎
675,752,桡神经麻痹
676,753,上矢状窦血栓性静脉炎
677,755,肾上腺素中毒
678,756,士的宁中毒
679,757,神经系统的放射性损伤
680,758,手足徐动症
681,759,视神经炎
682,760,视神经萎缩
683,761,神经症
684,762,Shy-Drager综合征
685,763,头-面血管瘤综合征
686,764,舌咽神经痛
687,765,视束病变
688,767,神经衰弱
689,768,神经梅毒
690,769,糖尿病性神经病
691,770,头痛
692,771,羰基镍中毒
693,772,位置性眩晕
694,773,小儿结核性脑膜炎
695,774,溴氯菊酯中毒
696,775,小舞蹈病
697,776,新生儿惊厥
698,777,小儿脑瘫
699,778,运动神经元疾病
700,779,意识障碍
701,780,有机磷农药中毒
702,781,晕厥
703,782,咽肌麻痹
704,783,遗传性共济失调
705,784,运动神经元病
706,785,晕动病
707,786,咽部神经鞘膜瘤
708,787,压迫性视神经病变
709,788,正中神经损伤
710,789,躁狂症
711,791,镇静、安定、催眠药中毒
712,792,直立性低血压
713,793,植物神经功能紊乱
714,794,周期性麻痹
715,795,重症肌无力危象
716,796,重症肌无力
717,797,枕大神经痛
718,798,蛛网膜炎
719,799,周期性瘫痪
720,800,周围神经病损
721,801,ADH分泌过多综合征
722,802,闭经
723,803,垂体瘤
724,804,成人全垂体功能减退
725,805,垂体危象与垂体卒中
726,808,单纯性甲状腺肿
727,809,多囊卵巢综合征
728,810,单纯性肥胖
729,811,多腺体缺陷综合征
730,812,多发性内分泌肿瘤综合征Ⅰ型
731,813,低血糖症
732,814,代谢性碱中毒
733,815,代谢性酸中毒
734,816,儿童睡眠障碍
735,817,肥胖症
736,818,高渗性非酮症性糖尿病昏迷
737,819,高血脂
738,820,骨质疏松
739,821,Graves病
740,822,黄瘤
741,823,呼吸性碱中毒
742,824,呼吸性酸中毒
743,825,甲状腺功能减退
744,826,甲状腺功能正常的甲状腺肿大
745,827,静止性淋巴细胞性甲状腺炎
746,828,甲状腺腺瘤
747,829,甲状腺舌管囊肿与瘘
748,830,继发性肾上腺功能不足
749,831,急性颌下腺炎
750,832,急性乳腺炎
751,833,急性淋巴结炎
752,835,继发性甲状旁腺功能亢进症
753,837,巨人症及肢端肥大症
754,838,基底细胞腺瘤
755,839,颈部淋巴结结核
756,840,库欣综合征
757,841,克兰费尔特综合征
758,842,慢性淋巴细胞性甲状腺炎
759,843,泌乳素瘤
760,844,慢性淋巴结炎
761,845,男性乳房肥大症
762,846,男性生殖腺机能减退症
763,848,男子乳房发育症
764,850,皮脂腺痣
765,851,气管支气管异物
766,853,乳腺增生
767,854,乳腺癌
768,855,乳溢
769,856,乳头状囊腺癌
770,857,肾上腺危象
771,858,舌扁平苔藓
772,859,松果体瘤
773,860,嗜酸性腺瘤
774,862,糖尿病乳酸性酸中毒
775,863,糖尿病酮症酸中毒
776,865,维生素C缺乏病
777,866,维生素D中毒症
778,867,维生素E缺乏病
779,868,外科皮脂腺囊肿
780,869,外科淋巴管瘤
781,870,新生儿低血糖症与高血糖症
782,871,涎瘘
783,872,胸腺瘤
784,873,血卟啉病
785,874,涎腺病毒病
786,875,涎石病
787,876,下丘脑疾病
788,878,腺样体肥大
789,879,涎腺囊肿
790,880,腺泡细胞癌
791,881,涎腺的未分化癌
792,882,涎腺结核
793,883,腺样囊性癌
794,884,腺淋巴瘤
795,885,涎腺混合瘤
796,886,亚急性甲状腺炎
797,887,原发性醛固酮增多症
798,888,c胰岛功能性β细胞瘤
799,889,胰岛素瘤
800,890,原发性甲状旁腺功能亢进症
801,892,白细胞减少症和粒细胞缺乏症
802,893,白血病
803,894,白血病性咽峡炎
804,895,出血性疾病
805,896,单纯红细胞再障性贫血
806,897,低钙血症和低镁血症
807,898,地中海贫血
808,900,恶性组织细胞病
809,901,恶性淋巴瘤
810,902,非酮症高血糖-高渗性昏迷
811,903,复合型酸碱失衡
812,904,骨髓痨性贫血
813,905,骨髓纤维化
814,906,骨髓增生异常综合征
815,908,何杰金病
816,909,获得性血小板功能障碍
817,910,获得性循坏抗凝物质增多综合征
818,911,化脓性骨髓炎
819,912,霍奇金淋巴瘤
820,913,菌血症
821,914,巨球蛋白血症
822,915,急性白血病
823,916,巨幼细胞性贫血
824,917,急性淋巴细胞性白血病
825,918,淋巴细胞减少症
826,919,镰状细胞病
827,920,类白血病反应
828,921,粒细胞缺乏症
829,922,绿色瘤
830,923,镁过多症
831,924,镁缺乏症
832,925,慢性疾病的贫血
833,926,弥散性血管内凝血
834,927,慢性骨髓炎
835,928,慢性粒细胞性白血病
836,929,慢性淋巴细胞性白血病
837,930,尿道上裂
838,931,充血性脾肿大
839,932,贫血
840,933,破伤风
841,934,脾功能亢进症
842,936,缺铁性贫血
843,937,溶血过度所致贫血
844,938,溶血性贫血
845,939,失血性休克
846,940,嗜酸性细胞增多症
847,941,特发性高嗜酸性细胞综合征
848,942,铁利用性贫血
849,943,维生素K缺乏病
850,944,维生素B12缺乏所致贫血
851,945,小儿过敏性紫瘢
852,946,血栓性血小板减少性紫癜
853,947,血小板减少症
854,948,血友病
855,949,新生儿败血症
856,950,新生儿溶血病
857,951,血管母细胞瘤
858,952,先天性红细胞膜病
859,953,血管性血友病
860,954,遗传性血色病
861,955,叶酸缺乏所致贫血
862,956,遗传性出血性毛细血管扩张症
863,957,营养性巨幼红细胞性贫血
864,958,原发性血小板减少性紫瘢
865,959,原发性血小板增多症
866,960,异常血红蛋白病
867,961,中性白(粒)细胞减少症
868,962,组织细胞增殖症
869,963,再生障碍性贫血
870,964,自身免疫性溶血性贫血
871,965,真性红细胞增多症
872,966,阵发性睡眠性血红蛋白尿
873,967,白塞综合征
874,968,白塞病
875,971,常年性鼻炎
876,972,多发性大动脉炎
877,973,多发性肌炎
878,974,大骨节病
879,976,二水焦磷酸钙结晶沉积症
880,977,风湿性多肌痛
881,978,肥大细胞增多症
882,979,过敏性哮喘
883,980,高尿酸血症
884,981,干燥综合征
885,982,骨关节炎
886,983,红斑狼疮
887,984,混合结缔组织病
888,985,碱性磷酸钙结晶沉积病
889,986,巨细胞动脉炎
890,988,结节性脂膜炎
891,989,急性化脓性腱鞘炎
892,990,结节病
893,991,肩关节结核
894,992,急性淋巴管炎
895,993,枯草热
896,994,类风湿关节炎
897,995,慢性皮肤粘膜念珠菌病
898,996,慢性肉芽肿病
899,997,皮下脂质肉芽肿病
900,998,盘状红斑狼疮
901,999,皮肤过敏
902,1000,强直性脊柱炎
903,1001,羟磷灰石沉积病
904,1004,乳房纤维瘤
905,1005,软组织肿瘤
906,1006,嗜酸性筋膜炎
907,1007,Ⅳ型超敏反应性疾病
908,1008,Ⅲ型超敏反应性疾病
909,1009,手掌深部间隙感染
910,1010,食物变应性和不耐受性
911,1011,痛风
912,1012,痛风性关节炎
913,1013,物理性变应性
914,1014,小儿风湿热
915,1015,血清病
916,1016,选择性IgA缺乏症
917,1017,纤维瘤病
918,1018,新生儿皮下坏疽
919,1019,原发性免疫缺陷病
920,1020,银屑病关节炎
921,1021,遗传性补体缺陷病
922,1022,遗传性血管性水肿
923,1023,药物过敏
924,1024,严重联合免疫缺陷病
925,1025,Ⅰ型超敏反应性疾病
926,1026,硬皮病
927,1027,重叠综合征
928,1029,创伤性气胸
929,1030,动脉硬化性闭塞症
930,1031,肺栓塞和肺梗死
931,1032,肺错构瘤
932,1033,肺爆震伤
933,1034,肺包虫病
934,1035,感染性肋软骨炎
935,1036,膈肌膨出
936,1038,鸡胸
937,1039,矫正型大动脉错位
938,1041,局限型间皮瘤
939,1042,急性脓胸
940,1043,肋骨骨折
941,1044,联合瓣膜病变
942,1045,漏斗胸
943,1046,慢性支气管炎
944,1047,慢性缩窄性心包炎
945,1048,慢性心功能不全
946,1049,慢性心包炎
947,1050,慢性心力衰竭
948,1051,梅毒性心血管病
949,1052,慢性肺炎
950,1055,食管裂孔疝
951,1056,损伤性休克
952,1057,缩窄性心包炎
953,1058,外伤性乳糜胸
954,1059,心脏穿透伤
955,1061,限制型心脏病
956,1063,先天性膈疝
957,1064,心性猝死综合征
958,1065,心脏钝性闭合伤
959,1066,原发性心脏肿瘤
960,1067,右心室双出口
961,1069,预激综合征
962,1070,原发性纵隔感染
963,1071,原发性纵隔肿瘤
964,1073,转移性胸膜肿瘤
965,1074,搏动性眼球突出症
966,1075,创伤性枢椎前滑脱
967,1076,侧脑室肿瘤
968,1077,第四脑室肿瘤
969,1078,顶叶肿瘤
970,1079,短颈畸形
971,1080,多发性颅内血肿
972,1081,蝶窦恶性肿瘤
973,1082,第三脑室肿瘤
974,1083,额叶肿瘤
975,1084,耳源性脑积水
976,1085,耳内脑膜脑疝
977,1086,高血压性脑出血
978,1087,高血压脑病
979,1088,寰椎骨折脱位
980,1089,系统性红斑狼疮
981,1090,颈椎半脱位
982,1091,颈椎骨折脱位
983,1092,颈椎管狭窄症
984,1093,颈椎过伸性损伤
985,1094,颈椎后脱位
986,1095,颈椎后纵韧带骨化症
987,1096,颈椎黄韧带骨化症
988,1097,颈椎结核
989,1098,颈椎小关节创伤性退变性关节炎
990,1100,基底节血肿
991,1101,急性单纯疱疹病毒性脑炎
