id,name
235,原发性下肢静脉瓣膜关闭不全
236,亚急性感染性心内膜炎
237,乙状窦血栓性静脉炎
238,左心室双出口
239,左心发育不良
240,自发性血胸
241,主-肺动脉隔缺损
242,主动脉夹层
243,主动脉瓣狭窄合并关闭不全
244,主动脉瓣膜部狭窄
245,阵发性室上性心动过速
246,早搏
247,主动脉瘤
248,主动脉瓣狭窄
249,主动脉瓣关闭不全
250,阵发性室性心动过速
251,中暑衰竭
252,阿米巴肝脓肿
253,氨基甲酸酯类农药中毒
254,阿米巴肠病
255,阿片类药物中毒
256,柏-查综合征
257,Brenneman综合征
258,巴瑞特综合征
259,半乳糖血症
260,暴发性肝功能衰竭
261,鞭虫病
262,布卡综合症
263,暴发性肝炎样综合征
264,便秘
265,吡唑酮类中毒
266,Barrett食管
267,贲门失弛缓症
268,钡中毒
269,变形杆菌食物中毒
270,蓖麻子中毒
271,铋中毒
272,丙型病毒性肝炎
273,肠病性肢皮炎综合征
274,肠道菌群失调症
275,肠扭转综合征
276,肠气肿综合征
277,肠系膜淋巴结结核
278,肠系膜上动脉压迫综合征
279,粗制棉子油中毒
280,肠扭转
281,肠套叠
282,肠间脓肿
283,残胃癌
284,残窦综合征
285,肠易激综合征
286,肠梗阻
287,苍耳中毒
288,肠道病毒所致各系统感染
289,肠系膜上动脉栓塞
290,肠道气囊肿症
291,餐后血糖过低症
292,肠结核
293,肠系膜上静脉血栓形成
294,大网膜扭转
295,胆道运动功能障碍综合征
296,胆道张力低下综合征
297,胆囊管综合征
298,胆石性肠绞塞综合征
299,胆汁淤积性黄疸
300,第五日综合征
301,蛋白丧失胃肠综合征
302,胆囊-结肠肝曲粘连综合征
303,胆石症
304,胆囊切除术后综合征
305,大肠息肉
306,多发性消化道息肉综合征
307,大肠梗阻
308,胆汁性肝硬化
309,丁型病毒性肝炎
310,胆汁返流性胃炎
311,胆管癌
312,大肠类癌
313,毒蕈中毒
314,敌鼠中毒
315,大肠癌
316,大肠恶性淋巴瘤
317,Ehler-Danlos综合征
318,儿童胰腺功能不全并中性粒细胞减少症综合征
319,儿童腹痛
320,呃逆症
321,非溃疡消化不良
322,分流性高胆红素血症综合征
323,粪类圆线虫病
324,腹肌缺如综合征
325,腹绞痛综合征
326,腹膜后感染与脓肿
327,腹膜后间隙出血
328,腹膜后淋巴结炎
329,腹膜后腔液体渗病
330,腹膜后疝
331,腹膜间皮瘤
332,腹腔动脉压迫综合征
333,腹型癫痫综合征
334,腹型偏头痛综合征
335,腹主动脉血栓形成综合征
336,腹卒中综合征
337,Felty综合征
338,腹痛
339,腹膜炎
340,腹泻
341,反流性食管炎
342,沙门氏菌属食物中毒
343,放射性肠炎
344,福尔马林中毒
345,发芽马铃薯中毒
346,副溶血性弧菌食物中毒
347,非寄生虫性肝囊肿
348,非酒精性脂肪性肝病
349,非霍乱弧菌感染
350,肛门闭锁
351,高锰酸钾中毒
352,肝-甲状腺综合征
353,肝纤维化
354,肝肺综合症
355,Gardner综合征
356,功能性呕吐
357,肝性脊髓病
358,肝炎双重感染
359,肝炎后综合征
360,膈膨出和麻痹
361,肝性脑病
362,肝硬化
363,肝脓肿
364,功能性消化不良
365,钩虫病
366,肝腺瘤
367,肝外胆管损伤
368,肝损伤
369,肝囊肿
370,肝包虫囊肿
371,膈下脓肿
372,肝血管瘤
373,钩虫性十二指肠炎综合征
374,膈先天性缺损
375,膈疝
376,肛管、直肠、结肠狭窄
377,膈扑动
378,含亚硝酸盐类植物性食物中毒
379,化脓性汗腺炎
380,回盲瓣综合征
381,活动盲肠综合征
382,横膈下结肠嵌入综合征
383,黄疸
384,黑色素斑-胃肠多发性息肉综合征
385,蛔虫病
386,霍乱样综合征
387,结、直肠黑变病
388,结肠粪性穿孔
389,结肠憩室病
390,甲醇中毒
391,局部麻醉药中毒
392,结核性腹膜炎
393,急性胃扩张
394,急性化脓性胆管炎
395,急性出血性坏死性肠炎
396,结肠闭锁
397,结肠直肠损伤
398,结核性肠系膜淋巴结炎
399,结肠扭转
400,结肠瘘
401,结肠癌
402,急性胃粘膜病变
403,急性腐蚀性胃炎
404,急性单纯性胃炎
405,假膜性肠炎
406,家族性结肠息肉
407,急性腹膜炎
408,酒精性肝病
409,甲型肝炎
410,急性胃肠炎
411,结肠息肉
412,急性胃炎
413,急性阑尾炎
414,巨膀胱-小结肠-肠蠕动不良综合征
415,结缔组织性肠炎
416,急性腹型-高脂血症综合征
417,Turcot综合征
418,急性结肠假性梗阻综合征
419,急性胆囊炎
420,吉尔伯特综合征
421,结石性胆囊炎
422,急性胰腺炎
423,结肠损伤
424,可拉明中毒
425,奎宁中毒
426,克罗恩病
427,α1-抗胰蛋白酶缺乏症
428,溃疡性结肠炎
429,磷中毒
430,轮状病毒所致胃肠炎
431,类癌
432,氯丙嗪类中毒
433,氯喹中毒
434,淋菌性肛门直肠炎
435,阑尾寄生虫病
436,轮状病毒性肠炎
437,良性阵发性腹膜炎综合征
438,痢疾后综合症
439,蓝色橡皮泡痣综合症
440,老年急性阑尾炎
441,淋巴结-胆道综合征
442,郎-奥韦综合征
443,旅游者腹泻
444,慢性胰腺炎
445,Milk-Alkali综合征
446,麦胶性肠病
447,慢性溃疡性结肠炎
448,弥漫性食管痉挛
449,慢性胃炎
450,毛石肠梗阻综合征
451,盲袢综合征
452,尼曼－匹克氏病
453,农药中毒
454,脑肝肾综合征
455,浓缩胆汁综合征
456,诺沃克类病毒胃肠炎
457,粘连性肠梗阻
458,囊性纤维化
459,脾破裂
460,葡萄球菌食物中毒
461,硼酸中毒
462,脾功能亢进
463,脾-肝综合征
464,Plummer-Vinson综合征
465,贲门癌
466,盆底痉挛综合症
467,强酸、强碱中毒
468,汽油、煤油中毒
469,汽油中毒
470,强碱类中毒
471,驱蛔灵中毒
472,缺血性结肠炎
473,缺血性肝炎
474,倾倒综合征
475,脐膨出-巨舌-巨大躯体综合征
476,铅中毒
477,乳头状腺瘤
478,热带口炎性腹泻
479,瑞氏综合症
480,杀虫脒中毒
481,砷中毒
482,水合氯醛中毒
483,四氯化碳中毒
484,嗜酸细胞性胃肠炎
485,食管异物
486,十二指肠先天性缺如、闭锁和狭窄
487,十二指肠血管性压迫综合征
488,神经性呕吐
489,食管癌
490,上消化道出血
491,十二指肠憩室梗阻性黄疸综合征
492,十二指肠壅积症
493,神经型食物中毒
494,食物中毒
495,食管失弛缓症
496,食管憩室
497,食管破裂
498,食管平滑肌瘤
499,食管瘢痕性狭窄
500,食管贲门粘膜撕裂综合征
501,输入袢综合征
502,食管损伤
503,石膏综合征
504,十二指肠憩室
505,十二指肠白点综合征
506,神经性肠梗阻综合症
507,杀鼠剂中毒
508,锑中毒
509,铁中毒
510,嗜酸性细胞胃肠炎
511,特发性腹膜后纤维化
512,铊中毒
513,糖原累积症
514,特发性非硬化性门脉高压综合征
515,吞气症
516,胃癌
517,无机磷中毒
518,五氯酚钠中毒
519,胃心综合征
520,胃损伤
521,胃下垂
522,胃轻瘫综合征
523,胃平滑肌肉瘤
524,胃扭转
525,胃空肠输入袢综合征
526,胃节律紊乱综合征
527,胃肠道外瘘
528,胃、十二指肠溃疡急性穿孔
529,胃、十二指肠溃疡出血
530,胃肠型食物中毒
531,胃泌素瘤
532,胃肠食物不耐受症
533,胃肠道功能紊乱
534,胃粘膜脱垂症
535,胃切除后胆汁返流性胃炎
536,胃潴留
537,胃病
538,无胆色素尿性黄疸综合征
539,吻合口溃疡
540,Whipple病
541,胃肠道伴癌综合征
542,戊型病毒性肝炎
543,网膜肿瘤
544,网膜原发性节段性梗死
545,网膜炎
546,网膜囊肿
547,伪膜性肠炎
548,胃息肉
549,胃良性肿瘤
550,小肠损伤
551,小儿时期常见的呕吐
552,先天性肠闭锁与狭窄
553,先天性肠旋转异常
554,蝎子螫伤
555,锌中毒
556,消化性溃疡
557,先天性胆道闭锁
558,消化道重复畸形
559,小肠系膜损伤
560,新生儿胆红素脑病
561,先天性肥厚性幽门狭窄
562,小儿厌食症
563,先天性巨结肠
564,小儿呕吐
565,小儿急性胆囊炎
566,小肠瘘
567,细菌性肝脓肿
568,下消化道出血
569,小儿消化性溃疡
570,小肠吸收不良综合征
571,小儿急性胰腺炎
572,心源性肝硬化
573,新生儿呕吐
574,新生儿肝炎综合征
575,溴中毒
576,血吸虫肠病
577,吸收不良综合征
578,心血管和血栓栓塞综合征
579,消化道出血
580,先天性食管闭锁
581,消化系癌伴血液病综合征
582,先天性梅毒性肝硬化
583,血色病
584,细菌性痢疾
585,消化道憩室病
586,先天性直肠肛门畸形
587,小儿先天性巨结肠
588,乙胺嘧啶中毒
589,乙酰苯胺类中毒
590,有机氯杀虫剂中毒
591,幽门梗阻
592,原发性肝内硬化综合征
593,胰腺损伤
594,胰腺脑病综合征
595,胰腺假性囊肿
596,药物性胃病
597,原发性胆汁性肝硬化
598,营养不良性肝硬化
599,药物性肝硬化
600,亚硝酸盐中毒
601,银杏中毒
602,药物性肝病
603,乙肝
604,异位ACTH综合征
605,胰胆汁综合征
606,胰胆管合流异常综合征
607,原发性腹膜后肿瘤
608,鱼肝中毒
609,鱼胆中毒
610,原发性肝癌
611,真菌性食物中毒
612,真菌中毒症
613,直肠损伤
614,脂肪肝
615,致死性肝内胆汁淤积综合征
616,Zieve综合征
617,肿瘤性息肉
618,直肠脱垂
619,紫绀-杵状指-肝病综合征
620,早孕反应
621,自发性食管破裂
622,卓－艾氏综合征
623,真菌性肠炎
624,巴特综合征
625,成人多囊肾
626,产褥感染
627,常染色体显性多囊肾
628,多囊肾
629,等渗性脱水
630,低渗性脱水
631,低钾血症
632,儿童遗尿症
633,恶性高血压性小动脉性肾硬化
634,非特异性尿道炎
635,非IgA系膜增生性肾炎
636,非淋菌性尿道炎
637,高渗性脱水
638,梗阻性尿路疾病
639,高血压肾病
640,肝源性肾损害
641,高钾血症
642,急性肾炎综合征
643,局灶性肾小球硬化症
644,良性高血压性小动脉性肾硬化
645,流行性出血热
646,狼疮性肾炎
647,链球菌感染后的急性肾小球肾炎
648,类风湿性关节炎肾损害
649,慢性呼吸衰竭
650,免疫介导性肾脏病
651,慢性肾功能衰竭
652,膜性肾小球肾炎
653,慢性肾盂肾炎
654,慢性肾炎
655,尿路真菌感染
656,尿失禁
657,尿道炎
658,尿崩症
659,尿道结石
660,钠过多
661,尿路感染
662,膀胱炎
663,膀胱颈挛缩
664,膀胱癌
665,溶血尿毒综合征
666,肾前性肾功能衰竭
667,肾结核对侧肾积水
668,肾及输尿管重复畸形
669,神经源性膀胱
670,输尿管损伤
671,肾发育不全
672,肾积水
673,肾硬化症
674,肾及输尿管结石
675,肾结核
676,肾病综合征
677,肾下垂
678,肾石症
679,肾血管性高血压
680,双侧先天性肾上腺皮质增生
681,肾上腺皮质功能减退症
682,水过多
683,烧伤后急性肾功能衰竭
684,肾脏损伤
685,肾动脉粥样栓塞
686,肾囊肿
687,肾细胞癌
688,肾盂肾炎
689,肾小管性酸中毒
690,肾动脉闭塞
691,蹄铁形肾
692,特异性肾实质疾病
693,糖尿病肾病
694,微小病变性肾病
695,血尿
696,小儿原发性肾病综合征
697,小儿尿感
698,小儿慢性肾功能衰竭
699,小儿急性肾功能衰竭
700,小儿肾小管性酸中毒
701,婴幼儿阴道炎
702,阴茎纤维性海绵体炎
703,遗尿症
704,原发性小血管炎性肾损害
705,原发性IgA肾病
706,隐匿性肾小球肾炎
707,中毒性肾病
708,紫癜性肾炎
709,癌性神经肌病
710,阿尔茨海默病
711,安眠药中毒
712,阿片中毒
713,臂丛神经痛
714,Creutzfeldt-Jakob病
715,痴呆综合征
716,纯植物神经功能衰竭
717,丛集性头痛
718,多发性硬化
719,动眼、滑车及外展神经疾病
720,多发性神经炎
721,多发性末梢神经炎
722,短暂性脑缺血发作
723,大便失禁
724,儿童学习能力障碍
725,儿童口吃
726,耳源性脑脓肿
727,风湿性舞蹈病
728,腓总神经损害
729,吩噻嗪类抗精神病药物中毒
730,膈肌麻痹
731,格林－巴利综合征
732,肝豆状核变性
733,海绵窦血栓
734,昏迷
735,昏厥
736,颈椎病
737,僵人综合征
738,急性脊髓炎
739,脊髓压迫症
740,延髓进行性麻痹
741,结节性硬化病
742,脊髓亚急性联合变性
743,脊髓血管病
744,紧张性头痛
745,脊神经根炎
746,酒精中毒
747,急性中毒性脑炎
748,老年痴呆
749,雷诺综合征
750,老年眩晕
751,老年性耳聋
752,淋巴细胞脉络丛脑膜炎
753,末梢神经炎
754,慢性进行性舞蹈病
755,麻痹性臂丛神经炎
756,面神经炎
757,脑出血
758,脑血栓
759,脑肺吸虫病
760,脑动脉硬化症
761,脑脓肿
762,脑梗塞
763,脑性瘫痪综合征
764,皮肌炎
765,偏头痛
766,帕金森病
767,氰化物中毒
768,全植物神经功能不全
769,前庭神经炎
770,桡神经麻痹
771,上矢状窦血栓性静脉炎
772,三环类抗忧郁药中毒
773,肾上腺素中毒
774,士的宁中毒
775,神经系统的放射性损伤
776,手足徐动症
777,视神经炎
778,视神经萎缩
779,神经症
780,Shy-Drager综合征
781,头-面血管瘤综合征
782,舌咽神经痛
783,视束病变
784,神经鞘瘤
785,神经衰弱
786,神经梅毒
787,糖尿病性神经病
788,头痛
789,羰基镍中毒
790,位置性眩晕
791,小儿结核性脑膜炎
792,溴氯菊酯中毒
793,小舞蹈病
794,新生儿惊厥
795,小儿脑瘫
796,运动神经元疾病
797,意识障碍
798,有机磷农药中毒
799,晕厥
800,咽肌麻痹
801,遗传性共济失调
802,运动神经元病
803,晕动病
804,咽部神经鞘膜瘤
805,压迫性视神经病变
806,正中神经损伤
807,躁狂症
808,中枢神经兴奋药中毒
809,镇静、安定、催眠药中毒
810,直立性低血压
811,植物神经功能紊乱
812,周期性麻痹
813,重症肌无力危象
814,重症肌无力
815,枕大神经痛
816,蛛网膜炎
817,周期性瘫痪
818,周围神经病损
819,ADH分泌过多综合征
820,闭经
821,垂体瘤
822,成人全垂体功能减退
823,垂体危象与垂体卒中
824,垂体前叶机能减退症
825,垂体性矮小病
826,单纯性甲状腺肿
827,多囊卵巢综合征
828,单纯性肥胖
829,多腺体缺陷综合征
830,多发性内分泌肿瘤综合征Ⅰ型
831,低血糖症
832,代谢性碱中毒
833,代谢性酸中毒
834,儿童睡眠障碍
835,肥胖症
836,高渗性非酮症性糖尿病昏迷
837,高血脂
838,骨质疏松
839,Graves病
840,黄瘤
841,呼吸性碱中毒
842,呼吸性酸中毒
843,甲状腺功能减退
844,甲状腺功能正常的甲状腺肿大
845,静止性淋巴细胞性甲状腺炎
846,甲状腺腺瘤
847,甲状腺舌管囊肿与瘘
848,继发性肾上腺功能不足
849,急性颌下腺炎
850,急性乳腺炎
851,急性淋巴结炎
852,假性甲状旁腺功能减退症
853,继发性甲状旁腺功能亢进症
854,脚气病
855,巨人症及肢端肥大症
856,基底细胞腺瘤
857,颈部淋巴结结核
858,库欣综合征
859,克兰费尔特综合征
860,慢性淋巴细胞性甲状腺炎
861,泌乳素瘤
862,慢性淋巴结炎
863,男性乳房肥大症
864,男性生殖腺机能减退症
865,粘多糖沉积病
866,男子乳房发育症
867,内分泌性眼球突出
868,皮脂腺痣
869,气管支气管异物
870,雀斑
871,乳腺增生
872,乳腺癌
873,乳溢
874,乳头状囊腺癌
875,肾上腺危象
876,舌扁平苔藓
877,松果体瘤
878,嗜酸性腺瘤
879,嗜铬细胞瘤
880,糖尿病乳酸性酸中毒
881,糖尿病酮症酸中毒
882,糖尿病足
883,维生素C缺乏病
884,维生素D中毒症
885,维生素E缺乏病
886,外科皮脂腺囊肿
887,外科淋巴管瘤
888,新生儿低血糖症与高血糖症
889,涎瘘
890,胸腺瘤
891,血卟啉病
892,涎腺病毒病
893,涎石病
894,下丘脑疾病
895,性变态
896,腺样体肥大
897,涎腺囊肿
898,腺泡细胞癌
899,涎腺的未分化癌
900,涎腺结核
901,腺样囊性癌
902,腺淋巴瘤
903,涎腺混合瘤
904,亚急性甲状腺炎
905,原发性醛固酮增多症
906,c胰岛功能性β细胞瘤
907,胰岛素瘤
908,原发性甲状旁腺功能亢进症
909,溢乳闭经综合征
910,白细胞减少症和粒细胞缺乏症
911,白血病
912,白血病性咽峡炎
913,出血性疾病
914,单纯红细胞再障性贫血
915,低钙血症和低镁血症
916,地中海贫血
917,多发性骨髓瘤
918,恶性组织细胞病
919,恶性淋巴瘤
920,非酮症高血糖-高渗性昏迷
921,复合型酸碱失衡
922,骨髓痨性贫血
923,骨髓纤维化
924,骨髓增生异常综合征
925,过敏性紫癜
926,何杰金病
927,获得性血小板功能障碍
928,获得性循坏抗凝物质增多综合征
929,化脓性骨髓炎
930,霍奇金淋巴瘤
931,菌血症
932,巨球蛋白血症
933,急性白血病
934,巨幼细胞性贫血
935,急性淋巴细胞性白血病
936,淋巴细胞减少症
937,镰状细胞病
938,类白血病反应
939,粒细胞缺乏症
940,绿色瘤
941,镁过多症
942,镁缺乏症
943,慢性疾病的贫血
944,弥散性血管内凝血
945,慢性骨髓炎
946,慢性粒细胞性白血病
947,慢性淋巴细胞性白血病
948,尿道上裂
949,充血性脾肿大
950,贫血
951,破伤风
952,脾功能亢进症
953,葡萄糖-6-磷酸脱氢酶缺乏症
954,缺铁性贫血
955,溶血过度所致贫血
956,溶血性贫血
957,失血性休克
958,嗜酸性细胞增多症
959,特发性高嗜酸性细胞综合征
960,铁利用性贫血
961,维生素K缺乏病
962,维生素B12缺乏所致贫血
963,小儿过敏性紫瘢
964,血栓性血小板减少性紫癜
965,血小板减少症
966,血友病
967,新生儿败血症
968,新生儿溶血病
969,血管母细胞瘤
970,先天性红细胞膜病
971,血管性血友病
972,遗传性血色病
973,叶酸缺乏所致贫血
974,遗传性出血性毛细血管扩张症
975,营养性巨幼红细胞性贫血
976,原发性血小板减少性紫瘢
977,原发性血小板增多症
978,异常血红蛋白病
979,中性白(粒)细胞减少症
980,组织细胞增殖症
981,再生障碍性贫血
982,自身免疫性溶血性贫血
983,真性红细胞增多症
984,阵发性睡眠性血红蛋白尿
985,白塞综合征
986,白塞病
987,Behcet病
988,迟发性低丙球血症
989,常年性鼻炎
990,多发性大动脉炎
991,多发性肌炎
992,大骨节病
993,淀粉样变病
994,二水焦磷酸钙结晶沉积症
995,风湿性多肌痛
996,肥大细胞增多症
997,过敏性哮喘
998,高尿酸血症
999,干燥综合征
1000,骨关节炎
1001,红斑狼疮
1002,混合结缔组织病
1003,碱性磷酸钙结晶沉积病
1004,巨细胞动脉炎
1005,结节性多动脉炎
1006,结节性脂膜炎
1007,急性化脓性腱鞘炎
1008,结节病
1009,肩关节结核
1010,急性淋巴管炎
1011,枯草热
1012,类风湿关节炎
1013,慢性皮肤粘膜念珠菌病
1014,慢性肉芽肿病
1015,皮下脂质肉芽肿病
1016,盘状红斑狼疮
1017,皮肤过敏
1018,强直性脊柱炎
1019,羟磷灰石沉积病
1020,气性坏疽
1021,Reiter综合征
1022,乳房纤维瘤
1023,软组织肿瘤
1024,嗜酸性筋膜炎
1025,Ⅳ型超敏反应性疾病
1026,Ⅲ型超敏反应性疾病
1027,手掌深部间隙感染
1028,食物变应性和不耐受性
1029,痛风
1030,痛风性关节炎
1031,物理性变应性
1032,小儿风湿热
1033,血清病
1034,选择性IgA缺乏症
1035,纤维瘤病
1036,新生儿皮下坏疽
1037,原发性免疫缺陷病
1038,银屑病关节炎
1039,遗传性补体缺陷病
1040,遗传性血管性水肿
1041,药物过敏
1042,严重联合免疫缺陷病
1043,Ⅰ型超敏反应性疾病
1044,硬皮病
1045,重叠综合征
1046,创伤性窒息
1047,创伤性气胸
1048,动脉硬化性闭塞症
1049,肺栓塞和肺梗死
1050,肺错构瘤
1051,肺爆震伤
1052,肺包虫病
1053,感染性肋软骨炎
1054,膈肌膨出
1055,急性气管－支气管炎
1056,鸡胸
1057,矫正型大动脉错位
1058,继发性纵隔感染
1059,局限型间皮瘤
1060,急性脓胸
1061,肋骨骨折
1062,联合瓣膜病变
1063,漏斗胸
1064,慢性支气管炎
1065,慢性缩窄性心包炎
1066,慢性心功能不全
1067,慢性心包炎
1068,慢性心力衰竭
1069,梅毒性心血管病
1070,慢性肺炎
1071,慢性脓胸
1072,乳头肌功能不全
1073,食管裂孔疝
1074,损伤性休克
1075,缩窄性心包炎
1076,外伤性乳糜胸
1077,心脏穿透伤
1078,胸骨骨折
1079,限制型心脏病
1080,胸廓出口综合征
1081,先天性膈疝
1082,心性猝死综合征
1083,心脏钝性闭合伤
1084,原发性心脏肿瘤
1085,右心室双出口
1086,永存动脉干
1087,预激综合征
1088,原发性纵隔感染
1089,原发性纵隔肿瘤
1090,纵隔脓肿
1091,转移性胸膜肿瘤
1092,搏动性眼球突出症
1093,创伤性枢椎前滑脱
1094,侧脑室肿瘤
1095,第四脑室肿瘤
1096,顶叶肿瘤
1097,短颈畸形
1098,多发性颅内血肿
1099,蝶窦恶性肿瘤
1100,第三脑室肿瘤
1101,额叶肿瘤
1102,耳源性脑积水
1103,耳内脑膜脑疝
1104,高血压性脑出血
1105,高血压脑病
1106,寰椎骨折脱位
1107,系统性红斑狼疮
1108,颈椎半脱位
1109,颈椎骨折脱位
1110,颈椎管狭窄症
1111,颈椎过伸性损伤
1112,颈椎后脱位
1113,颈椎后纵韧带骨化症
1114,颈椎黄韧带骨化症
1115,颈椎结核
1116,颈椎小关节创伤性退变性关节炎
1117,颈椎椎弓裂
1118,基底节血肿
1119,急性单纯疱疹病毒性脑炎
1120,急性颈椎间盘突出症
1121,脊椎结核
1122,脊柱裂
1123,肌营养不良症
1124,急性硬脑膜外血肿
1125,急性和亚急性硬脑膜下血肿
1126,急性及亚急性脑内血肿
1127,脊髓小脑变性症
1128,颅骨骨髓炎
1129,颅骨缺损
1130,颅底骨折
1131,颅内动脉瘤
1132,颅内低压性头痛
1133,颅内占位性病变引起的头痛
1134,颅内转移瘤
1135,帽状腱膜下脓肿
1136,面神经损伤
1137,慢性硬脑膜外血肿
1138,脑室炎
1139,脑性瘫痪
1140,脑囊虫病
1141,脑疝
1142,脑蛛网膜下腔出血
1143,脑震荡
1144,脑血栓形成
1145,脑损伤后综合征
1146,脑室内出血
1147,脑脊液漏
1148,脑弓形体病
1149,脑挫裂伤
